return_type,parameter,releases_and_transfers,units
Pollution Inventory,Fluorine and inorganic fluorine compounds - as HF,Waste Water,kt
Pollution Inventory,Fluorine and inorganic fluorine compounds - as HF,Waste Water,mg
Pollution Inventory,Fluorine and inorganic fluorine compounds - as HF,Waste Water,t
Pollution Inventory,Gallium 67,Air,g
Pollution Inventory,Gallium 67,Air,kg
Pollution Inventory,Gallium 67,Air,kt
Pollution Inventory,Gallium 67,Air,mg
Pollution Inventory,Gallium 67,Air,t
Pollution Inventory,Gallium 67,Controlled Water,g
Pollution Inventory,Gallium 67,Controlled Water,kg
Pollution Inventory,Gallium 67,Controlled Water,kt
Pollution Inventory,Gallium 67,Controlled Water,mg
Pollution Inventory,Gallium 67,Controlled Water,t
Pollution Inventory,Gallium 67,General,g
Pollution Inventory,Gallium 67,General,kg
Pollution Inventory,Gallium 67,General,kt
Pollution Inventory,Gallium 67,General,mg
Pollution Inventory,Gallium 67,General,t
Pollution Inventory,Gallium 67,Land,g
Pollution Inventory,Gallium 67,Land,kg
Pollution Inventory,Gallium 67,Land,kt
Pollution Inventory,Gallium 67,Land,mg
Pollution Inventory,Gallium 67,Land,t
Pollution Inventory,Gallium 67,Waste Overseas,g
Pollution Inventory,Gallium 67,Waste Overseas,kg
Pollution Inventory,Gallium 67,Waste Overseas,kt
Pollution Inventory,Gallium 67,Waste Overseas,mg
Pollution Inventory,Gallium 67,Waste Overseas,t
Pollution Inventory,Gallium 67,Waste Transfer,g
Pollution Inventory,Gallium 67,Waste Transfer,kg
Pollution Inventory,Gallium 67,Waste Transfer,kt
Pollution Inventory,Gallium 67,Waste Transfer,mg
Pollution Inventory,Gallium 67,Waste Transfer,t
Pollution Inventory,Gallium 67,Waste Water,g
Pollution Inventory,Gallium 67,Waste Water,kg
Pollution Inventory,Gallium 67,Waste Water,kt
Pollution Inventory,Gallium 67,Waste Water,mg
Pollution Inventory,Gallium 67,Waste Water,t
Pollution Inventory,Halogenated organic compounds (total),Air,g
Pollution Inventory,Halogenated organic compounds (total),Air,kg
Pollution Inventory,Halogenated organic compounds (total),Air,kt
Pollution Inventory,Halogenated organic compounds (total),Air,mg
Pollution Inventory,Halogenated organic compounds (total),Air,t
Pollution Inventory,Halogenated organic compounds (total),Controlled Water,g
Pollution Inventory,Halogenated organic compounds (total),Controlled Water,kg
Pollution Inventory,Halogenated organic compounds (total),Controlled Water,kt
Pollution Inventory,Halogenated organic compounds (total),Controlled Water,mg
Pollution Inventory,Halogenated organic compounds (total),Controlled Water,t
Pollution Inventory,Halogenated organic compounds (total),General,g
Pollution Inventory,Halogenated organic compounds (total),General,kg
Pollution Inventory,Halogenated organic compounds (total),General,kt
Pollution Inventory,Halogenated organic compounds (total),General,mg
Pollution Inventory,Halogenated organic compounds (total),General,t
Pollution Inventory,Halogenated organic compounds (total),Land,g
Pollution Inventory,Halogenated organic compounds (total),Land,kg
Pollution Inventory,Halogenated organic compounds (total),Land,kt
Pollution Inventory,Halogenated organic compounds (total),Land,mg
Pollution Inventory,Halogenated organic compounds (total),Land,t
Pollution Inventory,Halogenated organic compounds (total),Waste Overseas,g
Pollution Inventory,Halogenated organic compounds (total),Waste Overseas,kg
Pollution Inventory,Halogenated organic compounds (total),Waste Overseas,kt
Pollution Inventory,Halogenated organic compounds (total),Waste Overseas,mg
Pollution Inventory,Halogenated organic compounds (total),Waste Overseas,t
Pollution Inventory,Halogenated organic compounds (total),Waste Transfer,g
Pollution Inventory,Halogenated organic compounds (total),Waste Transfer,kg
Pollution Inventory,Halogenated organic compounds (total),Waste Transfer,kt
Pollution Inventory,Halogenated organic compounds (total),Waste Transfer,mg
Pollution Inventory,Halogenated organic compounds (total),Waste Transfer,t
Pollution Inventory,Halogenated organic compounds (total),Waste Water,g
Pollution Inventory,Halogenated organic compounds (total),Waste Water,kg
Pollution Inventory,Halogenated organic compounds (total),Waste Water,kt
Pollution Inventory,Halogenated organic compounds (total),Waste Water,mg
Pollution Inventory,Halogenated organic compounds (total),Waste Water,t
Pollution Inventory,Halons,Air,g
Pollution Inventory,Halons,Air,kg
Pollution Inventory,Halons,Air,kt
Pollution Inventory,Halons,Air,mg
Pollution Inventory,Halons,Air,t
Pollution Inventory,Halons,Controlled Water,g
Pollution Inventory,Halons,Controlled Water,kg
Pollution Inventory,Halons,Controlled Water,kt
Pollution Inventory,Halons,Controlled Water,mg
Pollution Inventory,Halons,Controlled Water,t
Pollution Inventory,Halons,General,g
Pollution Inventory,Halons,General,kg
Pollution Inventory,Halons,General,kt
Pollution Inventory,Halons,General,mg
Pollution Inventory,Halons,General,t
Pollution Inventory,Halons,Land,g
Pollution Inventory,Halons,Land,kg
Pollution Inventory,Halons,Land,kt
Pollution Inventory,Halons,Land,mg
Pollution Inventory,Halons,Land,t
Pollution Inventory,Halons,Waste Overseas,g
Pollution Inventory,Halons,Waste Overseas,kg
Pollution Inventory,Halons,Waste Overseas,kt
Pollution Inventory,Halons,Waste Overseas,mg
Pollution Inventory,Halons,Waste Overseas,t
Pollution Inventory,Halons,Waste Transfer,g
Pollution Inventory,Halons,Waste Transfer,kg
Pollution Inventory,Halons,Waste Transfer,kt
Pollution Inventory,Halons,Waste Transfer,mg
Pollution Inventory,Halons,Waste Transfer,t
Pollution Inventory,Halons,Waste Water,g
Pollution Inventory,Halons,Waste Water,kg
Pollution Inventory,Halons,Waste Water,kt
Pollution Inventory,Halons,Waste Water,mg
Pollution Inventory,Halons,Waste Water,t
Pollution Inventory,hazardous waste,Air,g
Pollution Inventory,hazardous waste,Air,kg
Pollution Inventory,hazardous waste,Air,kt
Pollution Inventory,hazardous waste,Air,mg
Pollution Inventory,hazardous waste,Air,t
Pollution Inventory,hazardous waste,Controlled Water,g
Pollution Inventory,hazardous waste,Controlled Water,kg
Pollution Inventory,hazardous waste,Controlled Water,kt
Pollution Inventory,hazardous waste,Controlled Water,mg
Pollution Inventory,hazardous waste,Controlled Water,t
Pollution Inventory,hazardous waste,General,g
Pollution Inventory,hazardous waste,General,kg
Pollution Inventory,hazardous waste,General,kt
Pollution Inventory,hazardous waste,General,mg
Pollution Inventory,hazardous waste,General,t
Pollution Inventory,hazardous waste,Land,g
Pollution Inventory,hazardous waste,Land,kg
Pollution Inventory,hazardous waste,Land,kt
Pollution Inventory,hazardous waste,Land,mg
Pollution Inventory,hazardous waste,Land,t
Pollution Inventory,hazardous waste,Waste Overseas,g
Pollution Inventory,hazardous waste,Waste Overseas,kg
Pollution Inventory,hazardous waste,Waste Overseas,kt
Pollution Inventory,hazardous waste,Waste Overseas,mg
Pollution Inventory,hazardous waste,Waste Overseas,t
Pollution Inventory,hazardous waste,Waste Transfer,g
Pollution Inventory,hazardous waste,Waste Transfer,kg
Pollution Inventory,hazardous waste,Waste Transfer,kt
Pollution Inventory,hazardous waste,Waste Transfer,mg
Pollution Inventory,hazardous waste,Waste Transfer,t
Pollution Inventory,hazardous waste,Waste Water,g
Pollution Inventory,hazardous waste,Waste Water,kg
Pollution Inventory,hazardous waste,Waste Water,kt
Pollution Inventory,hazardous waste,Waste Water,mg
Pollution Inventory,hazardous waste,Waste Water,t
Pollution Inventory,HCH-gamma,Air,g
Pollution Inventory,HCH-gamma,Air,kg
Pollution Inventory,HCH-gamma,Air,kt
Pollution Inventory,HCH-gamma,Air,mg
Pollution Inventory,HCH-gamma,Air,t
Pollution Inventory,HCH-gamma,Controlled Water,g
Pollution Inventory,HCH-gamma,Controlled Water,kg
Pollution Inventory,HCH-gamma,Controlled Water,kt
Pollution Inventory,HCH-gamma,Controlled Water,mg
Pollution Inventory,HCH-gamma,Controlled Water,t
Pollution Inventory,HCH-gamma,General,g
Pollution Inventory,HCH-gamma,General,kg
Pollution Inventory,HCH-gamma,General,kt
Pollution Inventory,HCH-gamma,General,mg
Pollution Inventory,HCH-gamma,General,t
Pollution Inventory,HCH-gamma,Land,g
Pollution Inventory,HCH-gamma,Land,kg
Pollution Inventory,HCH-gamma,Land,t
Pollution Inventory,HCH-gamma,Waste Overseas,g
Pollution Inventory,HCH-gamma,Waste Overseas,kg
Pollution Inventory,HCH-gamma,Waste Overseas,kt
Pollution Inventory,HCH-gamma,Waste Overseas,mg
Pollution Inventory,HCH-gamma,Waste Overseas,t
Pollution Inventory,HCH-gamma,Waste Transfer,g
Pollution Inventory,HCH-gamma,Waste Transfer,kg
Pollution Inventory,HCH-gamma,Waste Transfer,kt
Pollution Inventory,HCH-gamma,Waste Transfer,mg
Pollution Inventory,HCH-gamma,Waste Transfer,t
Pollution Inventory,HCH-gamma,Waste Water,g
Pollution Inventory,HCH-gamma,Waste Water,kg
Pollution Inventory,HCH-gamma,Waste Water,kt
Pollution Inventory,HCH-gamma,Waste Water,mg
Pollution Inventory,HCH-gamma,Waste Water,t
Pollution Inventory,Heptachlor,Air,g
Pollution Inventory,Heptachlor,Air,kg
Pollution Inventory,Heptachlor,Air,kt
Pollution Inventory,Heptachlor,Air,mg
Pollution Inventory,Heptachlor,Air,t
Pollution Inventory,Heptachlor,Controlled Water,g
Pollution Inventory,Heptachlor,Controlled Water,kg
Pollution Inventory,Heptachlor,Controlled Water,kt
Pollution Inventory,Heptachlor,Controlled Water,mg
Pollution Inventory,Heptachlor,Controlled Water,t
Pollution Inventory,Heptachlor,General,g
Pollution Inventory,Heptachlor,General,kg
Pollution Inventory,Heptachlor,General,kt
Pollution Inventory,Heptachlor,General,mg
Pollution Inventory,Heptachlor,General,t
Pollution Inventory,Heptachlor,Land,g
Pollution Inventory,Heptachlor,Land,kg
Pollution Inventory,Heptachlor,Land,kt
Pollution Inventory,Heptachlor,Land,mg
Pollution Inventory,Heptachlor,Land,t
Pollution Inventory,Heptachlor,Waste Overseas,g
Pollution Inventory,Heptachlor,Waste Overseas,kg
Pollution Inventory,Heptachlor,Waste Overseas,kt
Pollution Inventory,Heptachlor,Waste Overseas,mg
Pollution Inventory,Heptachlor,Waste Overseas,t
Pollution Inventory,Heptachlor,Waste Transfer,g
Pollution Inventory,Heptachlor,Waste Transfer,kg
Pollution Inventory,Heptachlor,Waste Transfer,kt
Pollution Inventory,Heptachlor,Waste Transfer,mg
Pollution Inventory,Heptachlor,Waste Transfer,t
Pollution Inventory,Heptachlor,Waste Water,g
Pollution Inventory,Heptachlor,Waste Water,kg
Pollution Inventory,Heptachlor,Waste Water,kt
Pollution Inventory,Heptachlor,Waste Water,mg
Pollution Inventory,Heptachlor,Waste Water,t
Pollution Inventory,Hexabromobiphenyl,Air,g
Pollution Inventory,Hexabromobiphenyl,Air,kg
Pollution Inventory,Hexabromobiphenyl,Air,kt
Pollution Inventory,Hexabromobiphenyl,Air,mg
Pollution Inventory,Hexabromobiphenyl,Air,t
Pollution Inventory,Hexabromobiphenyl,Controlled Water,g
Pollution Inventory,Hexabromobiphenyl,Controlled Water,kg
Pollution Inventory,Hexabromobiphenyl,Controlled Water,kt
Pollution Inventory,Hexabromobiphenyl,Controlled Water,mg
Pollution Inventory,Hexabromobiphenyl,Controlled Water,t
Pollution Inventory,Hexabromobiphenyl,General,g
Pollution Inventory,Hexabromobiphenyl,General,kg
Pollution Inventory,Hexabromobiphenyl,General,kt
Pollution Inventory,Hexabromobiphenyl,General,mg
Pollution Inventory,Hexabromobiphenyl,General,t
Pollution Inventory,Hexabromobiphenyl,Land,g
Pollution Inventory,Hexabromobiphenyl,Land,kg
Pollution Inventory,Hexabromobiphenyl,Land,kt
Pollution Inventory,Hexabromobiphenyl,Land,mg
Pollution Inventory,Hexabromobiphenyl,Land,t
Pollution Inventory,Hexabromobiphenyl,Waste Overseas,g
Pollution Inventory,Hexabromobiphenyl,Waste Overseas,kg
Pollution Inventory,Hexabromobiphenyl,Waste Overseas,kt
Pollution Inventory,Hexabromobiphenyl,Waste Overseas,mg
Pollution Inventory,Hexabromobiphenyl,Waste Overseas,t
Pollution Inventory,Hexabromobiphenyl,Waste Transfer,g
Pollution Inventory,Hexabromobiphenyl,Waste Transfer,kg
Pollution Inventory,Hexabromobiphenyl,Waste Transfer,kt
Pollution Inventory,Hexabromobiphenyl,Waste Transfer,mg
Pollution Inventory,Hexabromobiphenyl,Waste Transfer,t
Pollution Inventory,Hexabromobiphenyl,Waste Water,g
Pollution Inventory,Hexabromobiphenyl,Waste Water,kg
Pollution Inventory,Hexabromobiphenyl,Waste Water,kt
Pollution Inventory,Hexabromobiphenyl,Waste Water,mg
Pollution Inventory,Hexabromobiphenyl,Waste Water,t
Pollution Inventory,Hexabromocyclododecane,Air,g
Pollution Inventory,Hexabromocyclododecane,Air,kg
Pollution Inventory,Hexabromocyclododecane,Air,kt
Pollution Inventory,Hexabromocyclododecane,Air,mg
Pollution Inventory,Hexabromocyclododecane,Air,t
Pollution Inventory,Hexabromocyclododecane,Controlled Water,g
Pollution Inventory,Hexabromocyclododecane,Controlled Water,kg
Pollution Inventory,Hexabromocyclododecane,Controlled Water,kt
Pollution Inventory,Hexabromocyclododecane,Controlled Water,mg
Pollution Inventory,Hexabromocyclododecane,Controlled Water,t
Pollution Inventory,Hexabromocyclododecane,General,g
Pollution Inventory,Hexabromocyclododecane,General,kg
Pollution Inventory,Hexabromocyclododecane,General,kt
Pollution Inventory,Hexabromocyclododecane,General,mg
Pollution Inventory,Hexabromocyclododecane,General,t
Pollution Inventory,Hexabromocyclododecane,Land,g
Pollution Inventory,Hexabromocyclododecane,Land,kg
Pollution Inventory,Hexabromocyclododecane,Land,kt
Pollution Inventory,Hexabromocyclododecane,Land,mg
Pollution Inventory,Hexabromocyclododecane,Land,t
Pollution Inventory,Hexabromocyclododecane,Waste Overseas,g
Pollution Inventory,Hexabromocyclododecane,Waste Overseas,kg
Pollution Inventory,Hexabromocyclododecane,Waste Overseas,kt
Pollution Inventory,Hexabromocyclododecane,Waste Overseas,mg
Pollution Inventory,Hexabromocyclododecane,Waste Overseas,t
Pollution Inventory,Hexabromocyclododecane,Waste Transfer,g
Pollution Inventory,Hexabromocyclododecane,Waste Transfer,kg
Pollution Inventory,Hexabromocyclododecane,Waste Transfer,kt
Pollution Inventory,Hexabromocyclododecane,Waste Transfer,mg
Pollution Inventory,Hexabromocyclododecane,Waste Transfer,t
Pollution Inventory,Hexabromocyclododecane,Waste Water,g
Pollution Inventory,Hexabromocyclododecane,Waste Water,kg
Pollution Inventory,Hexabromocyclododecane,Waste Water,kt
Pollution Inventory,Hexabromocyclododecane,Waste Water,mg
Pollution Inventory,Hexabromocyclododecane,Waste Water,t
Pollution Inventory,Hexachlorobenzene,Air,g
Pollution Inventory,Hexachlorobenzene,Air,kg
Pollution Inventory,Hexachlorobenzene,Air,kt
Pollution Inventory,Hexachlorobenzene,Air,mg
Pollution Inventory,Hexachlorobenzene,Air,t
Pollution Inventory,Hexachlorobenzene,Controlled Water,g
Pollution Inventory,Hexachlorobenzene,Controlled Water,kg
Pollution Inventory,Hexachlorobenzene,Controlled Water,kt
Pollution Inventory,Hexachlorobenzene,Controlled Water,mg
Pollution Inventory,Hexachlorobenzene,Controlled Water,t
Pollution Inventory,Hexachlorobenzene,General,g
Pollution Inventory,Hexachlorobenzene,General,kg
Pollution Inventory,Hexachlorobenzene,General,kt
Pollution Inventory,Hexachlorobenzene,General,mg
Pollution Inventory,Hexachlorobenzene,General,t
Pollution Inventory,Hexachlorobenzene,Land,g
Pollution Inventory,Hexachlorobenzene,Land,kg
Pollution Inventory,Hexachlorobenzene,Land,kt
Pollution Inventory,Hexachlorobenzene,Land,mg
Pollution Inventory,Hexachlorobenzene,Land,t
Pollution Inventory,Hexachlorobenzene,Waste Overseas,g
Pollution Inventory,Hexachlorobenzene,Waste Overseas,kg
Pollution Inventory,Hexachlorobenzene,Waste Overseas,kt
Pollution Inventory,Hexachlorobenzene,Waste Overseas,mg
Pollution Inventory,Hexachlorobenzene,Waste Overseas,t
Pollution Inventory,Hexachlorobenzene,Waste Transfer,g
Pollution Inventory,Hexachlorobenzene,Waste Transfer,kg
Pollution Inventory,Hexachlorobenzene,Waste Transfer,kt
Pollution Inventory,Hexachlorobenzene,Waste Transfer,mg
Pollution Inventory,Hexachlorobenzene,Waste Transfer,t
Pollution Inventory,Hexachlorobenzene,Waste Water,g
Pollution Inventory,Hexachlorobenzene,Waste Water,kg
Pollution Inventory,Hexachlorobenzene,Waste Water,kt
Pollution Inventory,Hexachlorobenzene,Waste Water,mg
Pollution Inventory,Hexachlorobenzene,Waste Water,t
Pollution Inventory,Hydrochlorofluorocarbons (HCFCs),Air,g
Pollution Inventory,Hydrochlorofluorocarbons (HCFCs),Air,kg
Pollution Inventory,Hydrochlorofluorocarbons (HCFCs),Air,kt
Pollution Inventory,Hydrochlorofluorocarbons (HCFCs),Air,mg
Pollution Inventory,Hydrochlorofluorocarbons (HCFCs),Air,t
Pollution Inventory,Hydrochlorofluorocarbons (HCFCs),Controlled Water,g
Pollution Inventory,Hydrochlorofluorocarbons (HCFCs),Controlled Water,kg
Pollution Inventory,Hydrochlorofluorocarbons (HCFCs),Controlled Water,kt
Pollution Inventory,Hydrochlorofluorocarbons (HCFCs),Controlled Water,mg
Pollution Inventory,Hydrochlorofluorocarbons (HCFCs),Controlled Water,t
Pollution Inventory,Hydrochlorofluorocarbons (HCFCs),General,g
Pollution Inventory,Hydrochlorofluorocarbons (HCFCs),General,kg
Pollution Inventory,Hydrochlorofluorocarbons (HCFCs),General,kt
Pollution Inventory,Hydrochlorofluorocarbons (HCFCs),General,mg
Pollution Inventory,Hydrochlorofluorocarbons (HCFCs),General,t
Pollution Inventory,Hydrochlorofluorocarbons (HCFCs),Land,g
Pollution Inventory,Hydrochlorofluorocarbons (HCFCs),Land,kg
Pollution Inventory,Hydrochlorofluorocarbons (HCFCs),Land,kt
Pollution Inventory,Hydrochlorofluorocarbons (HCFCs),Land,mg
Pollution Inventory,Hydrochlorofluorocarbons (HCFCs),Land,t
Pollution Inventory,Hydrochlorofluorocarbons (HCFCs),Waste Overseas,g
Pollution Inventory,Hydrochlorofluorocarbons (HCFCs),Waste Overseas,kg
Pollution Inventory,Hydrochlorofluorocarbons (HCFCs),Waste Overseas,kt
Pollution Inventory,Hydrochlorofluorocarbons (HCFCs),Waste Overseas,mg
Pollution Inventory,Hydrochlorofluorocarbons (HCFCs),Waste Overseas,t
Pollution Inventory,Hydrochlorofluorocarbons (HCFCs),Waste Transfer,g
Pollution Inventory,Hydrochlorofluorocarbons (HCFCs),Waste Transfer,kg
Pollution Inventory,Hydrochlorofluorocarbons (HCFCs),Waste Transfer,kt
Pollution Inventory,Hydrochlorofluorocarbons (HCFCs),Waste Transfer,mg
Pollution Inventory,Hydrochlorofluorocarbons (HCFCs),Waste Transfer,t
Pollution Inventory,Hydrochlorofluorocarbons (HCFCs),Waste Water,g
Pollution Inventory,Hydrochlorofluorocarbons (HCFCs),Waste Water,kg
Pollution Inventory,Hydrochlorofluorocarbons (HCFCs),Waste Water,kt
Pollution Inventory,Hydrochlorofluorocarbons (HCFCs),Waste Water,mg
Pollution Inventory,Hydrochlorofluorocarbons (HCFCs),Waste Water,t
Pollution Inventory,Hydrofluorocarbons (HFCs),Air,g
Pollution Inventory,Hydrofluorocarbons (HFCs),Air,kg
Pollution Inventory,Hydrofluorocarbons (HFCs),Air,kt
Pollution Inventory,Hydrofluorocarbons (HFCs),Air,mg
Pollution Inventory,Hydrofluorocarbons (HFCs),Air,t
Pollution Inventory,Hydrofluorocarbons (HFCs),Controlled Water,g
Pollution Inventory,Hydrofluorocarbons (HFCs),Controlled Water,kg
Pollution Inventory,Hydrofluorocarbons (HFCs),Controlled Water,kt
Pollution Inventory,Hydrofluorocarbons (HFCs),Controlled Water,mg
Pollution Inventory,Hydrofluorocarbons (HFCs),Controlled Water,t
Pollution Inventory,Hydrofluorocarbons (HFCs),General,g
Pollution Inventory,Hydrofluorocarbons (HFCs),General,kg
Pollution Inventory,Hydrofluorocarbons (HFCs),General,kt
Pollution Inventory,Hydrofluorocarbons (HFCs),General,mg
Pollution Inventory,Hydrofluorocarbons (HFCs),General,t
Pollution Inventory,Hydrofluorocarbons (HFCs),Land,g
Pollution Inventory,Hydrofluorocarbons (HFCs),Land,kg
Pollution Inventory,Hydrofluorocarbons (HFCs),Land,kt
Pollution Inventory,Hydrofluorocarbons (HFCs),Land,mg
Pollution Inventory,Hydrofluorocarbons (HFCs),Land,t
Pollution Inventory,Hydrofluorocarbons (HFCs),Waste Overseas,g
